ownerName,id,team,roomId,serverId,channelId,groupName,periodName,teamId,pinyin,account,liveRoomId
张语格,1,荣誉毕业生,67313770,1099660,1360997,SNH48,SNH48 一期生,1009,ZhangYuGe,20190415141426_prvl7v67faow7us,4614061
赵嘉敏,2,TEAM SII,,,,SNH48,SNH48 一期生,1001,ZhaoJiaMin,,
陈观慧,3,荣誉毕业生,,,,SNH48,SNH48 一期生,1009,ChenGuanHui,,
陈佳莹,4,TEAM NII,,,,SNH48,SNH48 二期生,1002,ChenJiaYing,,
袁雨桢,5,TEAM SII,,,,SNH48,SNH48 二期生,1001,YuanYuZhen,,
董艳芸,6,TEAM NII,,,,SNH48,SNH48 二期生,1002,DongYanYun,,
冯薪朵,7,TEAM NII,,,,SNH48,SNH48 二期生,1002,FengXinDuo,,
孙芮,8,明星殿堂,67322480,,,明星殿堂,SNH48 二期生,1008,SunRui,,3871095
沈之琳,9,预备生,,,,SNH48,SNH48 二期生,1007,ShenZhiLin,,
何晓玉,10,TEAM NII,,,,SNH48,SNH48 二期生,1002,HeXiaoYu,,
温晶婕,11,TEAM SII,,,,SNH48,SNH48 二期生,1001,WenJingJie,,
唐安琪,12,TEAM NII,,,,SNH48,SNH48 二期生,1002,TangAnQi,,
罗兰,13,TEAM NII,,,,SNH48,SNH48 二期生,1002,LuoLan,,
徐子轩,14,TEAM SII,,,,SNH48,SNH48 二期生,1001,XuZiXuan,,
孟玥,15,TEAM NII,,,,SNH48,SNH48 二期生,1002,MengYue,,
李艺彤,16,明星殿堂,,,,明星殿堂,SNH48 二期生,1008,LiYiTong,,
蒋芸,17,荣誉毕业生,67256337,1181021,1115469,SNH48,SNH48 二期生,1009,JiangYun,20190415141431_6ma7ux3q7pg73r8,3868291
徐晨辰,18,荣誉毕业生,67284386,1148747,1361177,SNH48,SNH48 一期生,1009,XuChenChen,20190415141321_or0hgt92gmdz33y,
孔肖吟,19,荣誉毕业生,67333101,,,SNH48,SNH48 一期生,1009,KongXiaoYin,20190415141910_zc0wu5kmxsum62z,
李宇琪,20,荣誉毕业生,67303256,,,SNH48,SNH48 一期生,1009,LiYuQi,20190415141913_5gwzr7kmtklmwjt,
许佳琪,21,荣誉毕业生,67217577,,,SNH48,SNH48 一期生,1009,XuJiaQi,20190415141323_cyy06jkt4o6ea67,
黄婷婷,22,TEAM NII,,,,SNH48,SNH48 二期生,1002,HuangTingTing,,
林思意,24,荣誉毕业生,67217583,1115224,1361178,SNH48,SNH48 二期生,1009,LinSiYi,20190415141354_gsuyrsh7l8rdt30,3870020
万丽娜,25,TEAM HII,,,,SNH48,SNH48 二期生,1003,WanLiNa,,
龚诗淇,26,TEAM NII,,,,SNH48,SNH48 二期生,1002,GongShiQi,,
赵粤,27,荣誉毕业生,67284410,,,SNH48,SNH48 二期生,1009,ZhaoYue,20190415141607_qwpyng70orn18oq,
李清扬,28,预备生,,,,SNH48,SNH48 三期生,1007,LiQingYang,,
郝婉晴,32,TEAM NII,,,,SNH48,SNH48 三期生,1002,HaoWanQing,,
易嘉爱,33,TEAM NII,,,,SNH48,SNH48 二期生,1002,YiJiaAi,,
陆婷,34,荣誉毕业生,67189770,,,SNH48,SNH48 二期生,1009,LuTing,20190415141326_3ql8q1r0qrkioj7,3866800
莫寒,35,荣誉毕业生,67313807,951814,1328237,SNH48,SNH48 一期生,1009,MoHan,20190415141719_po86rgofmzjhrdw,
钱蓓婷,36,荣誉毕业生,67275458,,,SNH48,SNH48 一期生,1009,QianBeiTing,20190415141752_4ssranlu40473lq,3870016
陈思,37,荣誉毕业生,,,,SNH48,SNH48 一期生,1009,ChenSi,,
戴萌,38,荣誉毕业生,67199568,951815,1279970,SNH48,SNH48 一期生,1009,DaiMeng,20190415141357_5514x4gl59p99pn,3871094
吴哲晗,39,荣誉毕业生,67217571,1115409,1377343,SNH48,SNH48 一期生,1009,WuZheHan,20190415141209_gq5sujylnvc98ze,3872011
邱欣怡,40,荣誉毕业生,67352247,,,SNH48,SNH48 一期生,1009,QiuXinYi,20190415141038_9e1nm6qihlgvlkr,3870017
徐伊人,43,IDFT,67217603,,,IDFT,SNH48 三期生,1501,XuYiRen,20190415141758_acd9i8l4xap25j4,
谢妮,45,TEAM NII,,,,SNH48,SNH48 三期生,1002,XieNi,,
刘佩鑫,46,TEAM NII,,,,SNH48,SNH48 三期生,1002,LiuPeiXin,,
王柏硕,47,预备生,,,,SNH48,SNH48 三期生,1007,WangBaiShuo,,
鞠婧祎,48,明星殿堂,,,,明星殿堂,SNH48 二期生,1008,JuJingYi,,
曾艳芬,49,TEAM NII,,,,SNH48,SNH48 二期生,1002,ZengYanFen,,
袋王,63,,67236601,1213763,1361347,官方,官方,,DaiWang,20190415141405_g39rcll22gft9h5,
袁丹妮,67,TEAM SII,,,,SNH48,SNH48 三期生,1001,YuanDanNi,,
陈问言,68,TEAM NII,,,,SNH48,SNH48 二期生,1002,ChenWenYan,,
刘炅然,1544,TEAM K,,,,CKG48,SNH48 三期生,1402,LiuJiongRan,,
徐晗,2470,TEAM HII,,,,SNH48,SNH48 三期生,1003,XuHan,,
张昕,2508,荣誉毕业生,67265436,1246459,1279492,SNH48,SNH48 三期生,1009,ZhangXin,20190415141444_bzsqmgx0770bo7f,3872016
陈怡馨,5560,TEAM HII,,,,SNH48,SNH48 三期生,1003,ChenYiXin,,
李豆豆,5561,TEAM HII,,,,SNH48,SNH48 三期生,1003,LiDouDou,,
林楠,5562,TEAM HII,,,,SNH48,SNH48 三期生,1003,LinNan,,
王璐,5563,TEAM HII,,,,SNH48,SNH48 三期生,1003,WangLu,,
吴燕文,5564,预备生,,,,SNH48,SNH48 三期生,1007,WuYanWen,,
许杨玉琢,5566,荣誉毕业生,67236636,1147918,1360915,SNH48,SNH48 三期生,1009,XuYangYuZhuo,20190415141941_pj80ldv7dn307cf,3868298
杨惠婷,5567,IDFT,,,,IDFT,SNH48 三期生,1501,YangHuiTing,,
张雨鑫,5574,TEAM NII,67217613,,,SNH48,SNH48 三期生,1002,ZhangYuXin,20190415141916_2fsz5gzc9gco89w,3872017
SNH48,5973,,67207881,,,官方,官方,,SNH48,20190415142302_jir0fiilktunyfh,3869841
赵晔,6429,TEAM SII,,,,SNH48,SNH48 三期生,1001,ZhaoYe,,
陈琳,6431,TEAM X,67207851,1213951,1279493,SNH48,SNH48 四期生,1004,ChenLin,20190415141943_jqyay04n5ql9m2p,3870022
冯晓菲,6432,TEAM X,,,,SNH48,SNH48 四期生,1004,FengXiaoFei,,
李晶,6734,TEAM X,,,,SNH48,SNH48 四期生,1004,LiJing,,
李钊,6735,TEAM X,,,,SNH48,SNH48 四期生,1004,LiZhao,,
孙静怡,6736,TEAM X,,,,SNH48,SNH48 四期生,1004,SunJingYi,,
邵雪聪,6737,TEAM SII,67275431,951785,1115473,SNH48,SNH48 四期生,1001,ShaoXueCong,20190415141454_ywcti05htvv7jjl,3872019
宋昕冉,6738,TEAM X,67352254,1147919,1164560,SNH48,SNH48 四期生,1004,SongXinRan,20190415141127_yovqcueffn3fd97,3866807
孙歆文,6739,预备生,,,,SNH48,SNH48 四期生,1007,SunXinWen,,
汪佳翎,6740,TEAM X,,,,SNH48,SNH48 四期生,1004,WangJiaLing,,
汪束,6741,TEAM X,,,,SNH48,SNH48 四期生,1004,WangShu,,
王晓佳,6742,荣誉毕业生,67390943,1147920,1361109,SNH48,SNH48 四期生,1009,WangXiaoJia,20190415141949_rky560wdyz1585m,3866809
谢天依,6743,TEAM X,67207831,1148116,1230623,SNH48,SNH48 四期生,1004,XieTianYi,20190415141457_0wj1hxzbnz0zwf4,3868302
杨冰怡,6744,TEAM X,67333093,951574,1230624,SNH48,SNH48 四期生,1004,YangBingYi,20190415141807_a3gyi0w3hs0it3t,3872020
闫明筠,6745,TEAM SII,67333066,1148708,1345522,SNH48,SNH48 四期生,1001,YanMingJun,20190415141500_24sw7tne8dav119,3868295
杨韫玉,6746,TEAM X,,,,SNH48,SNH48 四期生,1004,YangYunYu,,
张丹三,6747,TEAM X,,,,SNH48,SNH48 四期生,1004,ZhangDanSan,,
张韵雯,6749,TEAM X,,,,SNH48,SNH48 四期生,1004,ZhangYunWen,,
影视君,9073,,67236685,,,官方,官方,,YingShiJun,20190415142744_urfesi4pt8sxn08,
刘力玮,48995,TEAM SII,,,,SNH48,SNH48 五期生,1001,LiuLiWei,,
申月姣,48997,TEAM SII,,,,SNH48,SNH48 五期生,1001,ShenYueJiao,,
徐佳丽,48998,TEAM B,,,,BEJ48,SNH48 五期生,1101,XuJiaLi,,
刘诗蕾,49000,TEAM NII,,,,SNH48,SNH48 五期生,1002,LiuShiLei,,
周怡,49003,TEAM NII,,,,SNH48,SNH48 五期生,1002,ZhouYi,,
沈梦瑶,49005,TEAM HII,67265421,1181232,1164960,SNH48,SNH48 五期生,1003,ShenMengYao,20190415141331_bk1nchdtzwzall9,3870025
王露皎,49006,IDFT,,,,IDFT,SNH48 五期生,1501,WangLuJiao,,
袁航,49007,TEAM HII,,,,SNH48,SNH48 五期生,1003,YuanHang,,
陈珂,63548,荣誉毕业生,67246060,1181025,1230629,GNZ48,SNH48 五期生,1204,ChenKe,20190415141217_t38kguc9mc9vv16,3868305
陈美君,63549,TEAM B,,,,BEJ48,SNH48 五期生,1101,ChenMeiJun,,
陈音,63550,TEAM XII,,,,SNH48,SNH48 五期生,1005,ChenYin,,
陈韫凌,63551,IDFT,,,,IDFT,SNH48 五期生,1501,ChenYunLing,,
陈雨琪,63552,TEAM G,,,,GNZ48,SNH48 五期生,1201,ChenYuQi,,
杜雨微,63553,TEAM G,,,,GNZ48,SNH48 五期生,1201,DuYuWei,,
段艺璇,63554,荣誉毕业生,67333062,1181226,1115468,SNH48,SNH48 五期生,1009,DuanYiXuan,20190415141413_ohmdxf6236z5u01,3868306
费沁源,63555,TEAM HII,67265467,1181229,1164556,SNH48,SNH48 五期生,1003,FeiQinYuan,20190415141918_05fgu4uyyu926w3,3871113
冯雪莹,63556,TEAM B,,,,BEJ48,SNH48 五期生,1101,FengXueYing,,
高源婧,63557,TEAM G,,,,GNZ48,SNH48 五期生,1201,GaoYuanJing,,
洪珮雲,63558,预备生,,,,SNH48,SNH48 五期生,1007,HongPeiYun,,
胡晓慧,63559,TEAM NII,67362289,1181227,1279287,SNH48,SNH48 五期生,1002,HuXiaoHui,20190415141812_szd6d8h2cd1tic5,3868307
姜杉,63560,荣誉毕业生,67284424,1099627,1312204,SNH48,SNH48 五期生,1009,JiangShan,20190415141730_jvw87gfsg6wjd5d,3871115
蒋舒婷,63561,TEAM HII,67333084,1181230,1279299,SNH48,SNH48 五期生,1003,JiangShuTing,20190415141733_8o51kbq2xeldh0x,3869326
林嘉佩,63562,TEAM G,,,,GNZ48,SNH48 五期生,1201,LinJiaPei,,
刘梦雅,63563,TEAM G,,,,GNZ48,SNH48 五期生,1201,LiuMengYa,,
李沁洁,63564,TEAM G,,,,GNZ48,SNH48 五期生,1201,LiQinJie,,
刘筱筱,63565,TEAM G,,,,GNZ48,SNH48 五期生,1201,LiuXiaoXiao,,
刘增艳,63566,TEAM SII,67322491,1115196,1311973,SNH48,SNH48 五期生,1001,LiuZengYan,20190415141952_q6z82g4sk577wbh,3869329
潘瑛琪,63567,TEAM NII,67265451,1213952,1361113,SNH48,SNH48 五期生,1002,PanYingQi,20190415141613_il85sqno2p74ch3,3871117
宋思娴,63568,TEAM B,,,,BEJ48,SNH48 五期生,1101,SongSiXian,,
时语婕,63569,TEAM XII,,,,SNH48,SNH48 五期生,1005,ShiYuJie,,
宋雨珊,63570,TEAM HII,,,,SNH48,SNH48 五期生,1003,SongYuShan,,
田姝丽,63571,TEAM SII,67313745,1246457,1279471,SNH48,SNH48 五期生,1001,TianShuLi,20190415141223_fd1j9c2yd8txihq,3868309
谢蕾蕾,63572,预备生,,,,GNZ48,SNH48 五期生,1207,XieLeiLei,,
熊素君,63573,CKG48,,,,CKG48,SNH48 五期生,1404,XiongSuJun,,
严佼君,63574,TEAM NII,,,,SNH48,SNH48 五期生,1002,YanJiaoJun,,
於佳怡,63575,IDFT,,,,IDFT,SNH48 五期生,1501,YuJiaYi,,
阳青颖,63576,IDFT,67352300,1148122,1361340,IDFT,SNH48 五期生,1501,YangQingYing,20190415141831_ojfmetiwn49c232,3869330
曾艾佳,63577,荣誉毕业生,67293879,1148717,1312433,GNZ48,SNH48 五期生,1204,ZengAiJia,20190415141420_2jota0mz0c5g3nw,3872026
张菡筱,63578,TEAM B,,,,BEJ48,SNH48 五期生,1101,ZhangHanXiao,,
邹佳佳,63579,TEAM XII,,,,SNH48,SNH48 五期生,1005,ZouJiaJia,,
张凯祺,63580,IDFT,67246084,951795,1165038,IDFT,SNH48 五期生,1501,ZhangKaiQi,20190415141921_3887wlx6ymx5dea,3868311
张文静,63581,预备生,,,,SNH48,SNH48 五期生,1007,ZhangWenJing,,
张怡,63582,TEAM NII,,,,SNH48,SNH48 五期生,1002,ZhangYi,,
成珏,286973,预备生,,,,SNH48,SNH48 六期生,1007,ChengJue,,
钱艺,286974,TEAM NII,,,,SNH48,SNH48 六期生,1002,QianYi,,
邓艳秋菲,286975,TEAM NII,,,,SNH48,SNH48 六期生,1002,DengYanQiuFei,,
黄彤扬,286976,预备生,,,,SNH48,SNH48 六期生,1007,HuangTongYang,,
孙珍妮,286977,TEAM HII,67390920,1147917,1230614,SNH48,SNH48 六期生,1003,SunZhenNi,20190415141619_9n3it71c17wxhu2,3866821
王金铭,286978,TEAM HIII,,,,SHY48,SNH48 六期生,1302,WangJinMing,,
张嘉予,286979,IDFT,67313734,1115383,1377302,IDFT,SNH48 六期生,1501,ZhangJiaYu,20190415141136_vq3044bsreq4viq,
林忆宁,286980,TEAM X,,,,SNH48,SNH48 六期生,1004,LinYiNing,,
吕梦莹,286982,预备生,,,,SNH48,SNH48 六期生,1007,LvMengYing,,
李佳恩,286983,TEAM HII,67199599,1181231,1360913,SNH48,SNH48 六期生,1003,LiJiaEn,20190415142000_2m5lrtya8104kxq,3866824
程文路,286984,TEAM XII,,,,SNH48,SNH48 六期生,1005,ChengWenLu,,
胡怡莹,327557,TEAM G,,,,GNZ48,SNH48 六期生,1202,HuYiYing,,
罗寒月,327558,TEAM Z,67217562,1115199,1164577,GNZ48,SNH48 六期生,1203,LuoHanYue,20190415141049_ogmrqywc8vea14v,3871123
王馨悦,327559,TEAM G,,,,GNZ48,GNZ48 六期生,1201,WangXinYue,,
张琼予,327560,TEAM G,67236638,1148117,1361310,GNZ48,SNH48 六期生,1201,ZhangQiongYu,20190415142003_08lbj9rfj4ls9d7,3872028
周倩玉,327561,CKG48,,,,CKG48,SNH48 六期生,1404,ZhouQianYu,,
陈慧婧,327562,TEAM NIII,,,,GNZ48,SNH48 六期生,1202,ChenHuiJing,,
陈楠茜,327563,荣誉毕业生,67189785,1148926,1361916,GNZ48,SNH48 六期生,1204,ChenNanQian,20190415141624_9lx4d3u9fmh953p,3871124
陈欣妤,327564,TEAM NIII,,,,GNZ48,SNH48 六期生,1202,ChenXinYu,,
冯嘉希,327565,IDFT,,,,IDFT,SNH48 六期生,1501,FengJiaXi,,
洪静雯,327566,TEAM NIII,67199579,1148927,1279506,GNZ48,SNH48 六期生,1202,HongJingWen,20190415141528_eiakrk2rn0nwr9t,3870037
刘力菲,327567,荣誉毕业生,67342026,1246463,1345142,GNZ48,SNH48 六期生,1204,LiuLiFei,20190415141138_vs435su4fi1dw72,3872031
刘倩倩,327568,荣誉毕业生,67246058,951789,1360939,GNZ48,SNH48 六期生,1204,LiuQianQian,20190415141051_9vw7bgdr7tge5dp,3872032
卢静,327569,荣誉毕业生,67217596,1213758,1230842,GNZ48,SNH48 六期生,1204,LuJing,20190415141627_b7lkbn9tr5ugrdx,3872033
孙馨,327570,TEAM NIII,,,,GNZ48,SNH48 六期生,1202,SunXin,,
唐莉佳,327571,荣誉毕业生,67333045,1164288,1312427,GNZ48,SNH48 六期生,1204,TangLiJia,20190415141234_1fjclepuy05ycee,3872034
冼燊楠,327572,TEAM NIII,67189767,1214151,1361318,GNZ48,SNH48 六期生,1202,XianShenNan,20190415141237_1raaxjiivtlvfz8,3868316
肖文铃,327573,TEAM NIII,,,,GNZ48,SNH48 六期生,1202,XiaoWenLing,,
熊心瑶,327574,IDFT,67380527,1181031,1328217,IDFT,SNH48 六期生,1501,XiongXinYao,20190415141239_2fcb6a45rh87c2q,3868317
郑丹妮,327575,TEAM NIII,67256340,1181027,1230422,GNZ48,SNH48 六期生,1202,ZhengDanNi,20190415141530_2sx12lv3r79cxv2,3871126
左嘉欣,327576,TEAM NIII,,,,GNZ48,SNH48 六期生,1202,ZuoJiaXin,,
左婧媛,327577,TEAM X,67380556,1115377,1164995,SNH48,SNH48 六期生,1004,ZuoJingYuan,20190415141927_315lt4cpcqkbwpo,3872036
林溪荷,327578,TEAM B,,,,BEJ48,SNH48 六期生,1101,LinXiHe,,
刘姝贤,327579,荣誉毕业生,67275416,1099626,1311985,SNH48,SNH48 六期生,1009,LiuShuXian,20190415141245_ew11yte5mewp1em,3871127
张梦慧,327580,TEAM B,67236634,1148713,1230415,BEJ48,SNH48 六期生,1101,ZhangMengHui,20190415141930_oozd4m7apr0gjdc,3868318
青钰雯,327581,TEAM NII,67236584,1214147,1344944,SNH48,SNH48 六期生,1002,QingYuWen,20190415141057_3v453c9kstgdybp,3871128
孙姗,327582,TEAM B,,,,BEJ48,SNH48 六期生,1101,SunShan,,
文妍,327583,TEAM B,,,,BEJ48,SNH48 六期生,1101,WenYan,,
胡博文,327584,TEAM B,,,,BEJ48,SNH48 六期生,1101,HuBoWen,,
夏越,327585,TEAM B,,,,BEJ48,SNH48 六期生,1101,XiaYue,,
牛聪聪,327586,TEAM B,,,,BEJ48,SNH48 六期生,1101,NiuCongCong,,
冯思佳,327587,TEAM HII,67293874,1148922,1312203,SNH48,SNH48 六期生,1003,FengSiJia,20190415141248_462h5svss28ufn3,3871130
陈姣荷,327588,TEAM E,,,,BEJ48,SNH48 六期生,1102,ChenJiaoHe,,
罗雪丽,327589,IDFT,,,,IDFT,SNH48 六期生,1501,LuoXueLi,,
毕梦媛,327590,TEAM E,,,,BEJ48,SNH48 六期生,1102,BiMengYuan,,
李梓,327591,TEAM E,,,,BEJ48,SNH48 六期生,1102,LiZi,,
李媛媛,327592,TEAM E,,,,BEJ48,SNH48 六期生,1102,LiYuanYuan,,
李诗彦,327593,TEAM E,,,,BEJ48,SNH48 六期生,1102,LiShiYan,,
李想,327594,TEAM E,,,,BEJ48,SNH48 六期生,1102,LiXiang,,
郑一凡,327595,BEJ48,,,,BEJ48,SNH48 六期生,1105,ZhengYiFan,,
马玉灵,327596,TEAM SII,67342074,951783,1311974,SNH48,SNH48 六期生,1001,MaYuLing,20190415141853_zwcdlkdfbp1ge7t,3871133
苏杉杉,327597,TEAM NII,67362271,1181228,1262708,SNH48,SNH48 六期生,1002,SuShanShan,20190415141533_3dzdbat0k1yfhre,3866827
张笑盈,327598,荣誉毕业生,67246081,1148709,1311993,SNH48,SNH48 六期生,1009,ZhangXiaoYing,20190415141856_nt4paffzf0kw1uu,3868320
林堃,327599,TEAM E,,,,BEJ48,SNH48 六期生,1102,LinKun,,
顼凘炀,327600,BEJ48,,,,BEJ48,SNH48 六期生,1105,XuSiYang,,
陈倩楠,327601,TEAM NII,67207817,,,SNH48,SNH48 六期生,1002,ChenQianNan,20190415141141_vih7vn2x9cm4euo,3871134
刘胜男,327602,TEAM X,67199580,1148115,1115484,SNH48,SNH48 六期生,1004,LiuShengNan,20190415141536_orr1h2qageff32k,3868322
易妍倩,327603,TEAM E,,,,BEJ48,SNH48 六期生,1102,YiYanQian,,
BEJ48,327682,,67207875,,,官方,官方,,BEJ48,20190415142248_a113kfk5mlooj1u,3872562
GNZ48,327683,,67380600,,,官方,官方,,GNZ48,20190415142350_pwxqty1aw7x8jx0,3874066
吕一,399631,TEAM X,67265389,1213754,1164969,SNH48,SNH48 七期生,1004,LvYi,20190415141103_kskm9ptam1juou2,4175670
潘燕琦,399652,预备生,,,,SNH48,SNH48 七期生,1007,PanYanQi,,
赵韩倩,399654,TEAM SII,,,,SNH48,SNH48 七期生,1001,ZhaoHanQian,,
徐真,399657,TEAM NII,,,,SNH48,SNH48 七期生,1002,XuZhen,,
江真仪,399662,IDFT,67342039,951793,1279934,IDFT,SNH48 七期生,1501,JiangZhenYi,20190415141344_blap4tb241ovmvu,
刘菊子,399664,TEAM NII,,,,SNH48,SNH48 七期生,1002,LiuJuZi,,
张雅梦,399665,TEAM NII,,,,SNH48,SNH48 七期生,1002,ZhangYaMeng,,
刘瀛,399667,预备生,,,,SNH48,SNH48 七期生,1007,LiuYing,,
许逸,399668,IDFT,,,,IDFT,SNH48 七期生,1501,XuYi,,
袁一琦,399669,明星殿堂,67275447,1214149,1345320,明星殿堂,SNH48 七期生,1008,YuanYiQi,20190415141543_kfpd3vljr904faq,4173867
祁静,399672,TEAM X,,,,SNH48,SNH48 七期生,1004,QiJing,,
曾晓雯,399673,TEAM HII,,,,SNH48,SNH48 七期生,1003,ZengXiaoWen,,
徐诗琪,399674,预备生,67313751,1181023,1279501,SNH48,SNH48 七期生,1007,XuShiQi,20190415141256_mj5y9m4a61bpjs3,4175677
吴月黎,407071,TEAM B,,,,BEJ48,BEJ48 一期生,1101,WuYueLi,,
陈逸菲,407077,TEAM B,,,,BEJ48,BEJ48 一期生,1101,ChenYiFei,,
陈雅钰,407101,TEAM J,,,,BEJ48,BEJ48 一期生,1103,ChenYaYu,,
房蕾,407103,TEAM J,,,,BEJ48,BEJ48 一期生,1103,FangLei,,
葛司琪,407104,TEAM J,,,,BEJ48,BEJ48 一期生,1103,GeSiQi,,
黄恩茹,407106,TEAM SII,67333041,1148111,1164945,SNH48,BEJ48 一期生,1001,HuangEnRu,20190415141149_n674hpwn2050c4c,4312285
李泓瑶,407108,IDFT,67313801,1147928,1246229,IDFT,BEJ48 一期生,1501,LiHongYao,20190415141700_em3l5pq25xo06ln,
刘闲,407110,TEAM NII,67303252,1214146,1279476,SNH48,BEJ48 一期生,1002,LiuXian,20190415141703_001pgfl5ue93ee5,4307916
任心怡,407112,TEAM J,,,,BEJ48,BEJ48 一期生,1103,RenXinYi,,
任玥霖,407114,IDFT,,,,IDFT,BEJ48 一期生,1501,RenYueLin,,
单习文,407118,TEAM J,,,,BEJ48,BEJ48 一期生,1103,ShanXiWen,,
石羽莎,407119,TEAM J,,,,BEJ48,BEJ48 一期生,1103,ShiYuSuo,,
孙语姗,407121,TEAM HII,67303246,1214148,1311999,SNH48,BEJ48 一期生,1003,SunYuShan,20190415141546_8x15ruuhatl9i4s,4311573
叶苗苗,407124,TEAM J,,,,BEJ48,BEJ48 一期生,1103,YeMiaoMiao,,
杨晔,407126,TEAM X,,6227955,7587624,SNH48,BEJ48 一期生,1004,YangYe,20190415141708_jkyh2158qu3n658,4310651
张怀瑾,407127,TEAM NII,67380550,1147915,1262712,SNH48,BEJ48 一期生,1002,ZhangHuaiJin,20190415141823_rl2q8irr8di840x,4310652
张韩紫陌,407130,IDFT,67370544,1099639,1279744,IDFT,BEJ48 一期生,1501,ZhangHanZiMo,20190415141935_3r37qly29ptf412,
李娜(一期生),407132,TEAM E,,,,BEJ48,BEJ48 一期生,1102,LiNa（LiShangYi）,,
杨一帆,407135,TEAM E,,,,BEJ48,BEJ48 一期生,1102,YangYiFan,,
王雨煊,407168,TEAM J,,,,BEJ48,BEJ48 一期生,1103,WangYuXuan,,
黄黎蓉,410175,IDFT,,,,IDFT,GNZ48 一期生,1501,HuangLiRong,,
向芸,410177,TEAM G,,,,GNZ48,GNZ48 一期生,1201,XiangYun,,
戴欣佚,410179,TEAM NIII,,,,GNZ48,GNZ48 一期生,1202,DaiXinYi,,
李伊虹,410180,TEAM NIII,,,,GNZ48,GNZ48 一期生,1202,LiYiHong,,
陈桂君,417311,TEAM Z,67370540,1213956,1361320,GNZ48,GNZ48 一期生,1203,ChenGuiJun,20190415141826_dx14l1jz7b4nqc6,5081868
陈梓荧,417315,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,ChenZiYing,,
代玲,417316,IDFT,,,,IDFT,GNZ48 一期生,1501,DaiLing,,
杜秋霖,417317,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,DuQiuLin,,
刘嘉怡,417318,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,LiuJiaYi,,
龙亦瑞,417320,荣誉毕业生,67390893,1099632,1361128,GNZ48,GNZ48 一期生,1204,LongYiRui,20190415141155_ug9s7o3dm3lchx8,5081871
农燕萍,417321,荣誉毕业生,67313737,1147923,1246210,GNZ48,GNZ48 一期生,1204,NongYanPing,20190415141158_lmtt5xwdoj7nx7q,5081873
王芊诺,417324,TEAM NIII,67293873,1016835,1312650,GNZ48,GNZ48 一期生,1202,WangQianNuo,20190415141200_3fd45yrw49tww9f,5083254
王炯义,417325,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,WangJiongYi,,
王偲越,417326,TEAM Z,67217582,1148119,1279923,GNZ48,GNZ48 一期生,1203,WangCaiYue,20190415141352_yjxojya5y8fbuyk,5080436
王盈,417328,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,WangYing,,
王秭歆,417329,TEAM G,,1181028,1360944,GNZ48,GNZ48 一期生,1201,WangZiXin,20190415141829_a0ob0f4vnwxmw8e,5083255
杨可璐,417330,TEAM G,,1147925,1312429,GNZ48,GNZ48 一期生,1201,YangKeLu,20190415142019_z3jaao840ytr4fy,5084349
杨媛媛,417331,TEAM Z,67342057,951577,1312655,GNZ48,GNZ48 一期生,1203,YangYuanYuan,20190415141551_gplwzj5w7d4kg2z,5082313
于珊珊,417332,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,YuShanShan,,
张心雨,417333,TEAM Z,,,,GNZ48,GNZ48 一期生,1203,ZhangXinYu,,
赵欣雨,417335,IDFT,,,,IDFT,GNZ48 一期生,1501,ZhaoXinYu,,
赵翊民,417336,IDFT,67265449,1164291,1246238,IDFT,GNZ48 一期生,1501,ZhaoYiMin,20190415141556_de4o8f6gwtxxz59,5084202
姚祎纯,419966,预备生,,,,SNH48,SNH48 七期生,1007,YaoYiChun,,
许婉玉,444081,IDFT,,,,IDFT,BEJ48 一期生,1501,XuWanYu,,
李慧,458335,TEAM SII,67207862,1213750,1164765,SNH48,SHY48 一期生,1001,LiHui,20190415142128_ol4kv215tn2rxbi,6478871
南翎璞,458358,TEAM SIII,,,,SHY48,SHY48 一期生,1301,NanLingPu,,
徐静妍,459988,TEAM SIII,,,,SHY48,SHY48 一期生,1301,XuJingYan,,
王诗蒙,459989,TEAM NII,,,,SNH48,SHY48 一期生,1002,WangShiMeng,,
卢天惠,459991,TEAM NII,67189812,1246458,1230604,SNH48,SHY48 一期生,1002,LuTianHui,20190415142055_l9k6e8yjlzqqj0b,6477874
刘娜,459992,TEAM SIII,,,,SHY48,SHY48 一期生,1301,LiuNa,,
刘娇,459993,TEAM SIII,,,,SHY48,SHY48 一期生,1301,LiuJiao,,
秦玺,459994,TEAM SIII,,,,SHY48,SHY48 一期生,1301,QinXi,,
赖梓惜,459995,TEAM Z,,,,GNZ48,SHY48 一期生,1203,LaiZiXi,,
关思雨,459996,TEAM SIII,,,,SHY48,SHY48 一期生,1301,GuanSiYu,,
朱燕,459997,IDFT,67303271,951796,1279747,IDFT,SHY48 一期生,1501,ZhuYan,20190415142139_apnzskd2sk642j4,6483558
韩家乐,459999,荣誉毕业生,67189813,951570,1345525,SNH48,SHY48 一期生,1009,HanJiaLe,20190415142104_dateshzwwgcz597,6482745
陈婧文,460000,TEAM SIII,,,,SHY48,SHY48 一期生,1301,ChenJingWen,,
