ownerName,id,team,roomId,serverId,channelId,groupName,periodName,teamId,pinyin,account,liveRoomId
付紫琪,460002,IDFT,,,,IDFT,SHY48 一期生,1501,FuZiQi,,
冯译莹,460003,IDFT,,,,IDFT,SHY48 一期生,1501,FengYiYing,,
杨允涵,460004,CKG48,67390969,1148120,1230656,CKG48,SHY48 一期生,1404,YangYunHan,20190415142131_kwct5b7frup5q85,6483556
赵佳蕊,460005,TEAM NII,67275492,1213949,1345528,SNH48,SHY48 一期生,1002,ZhaoJiaRui,20190415142112_qu8cr5c8wtsyxyu,6486104
孙敏,460007,IDFT,,,,IDFT,SHY48 一期生,1501,SunMin,,
SHY48,460933,,67189818,,,官方,官方,,SHY48,20190415142142_q92v8u2h24126ep,
董思佳,480656,TEAM HIII,,,,SHY48,SHY48 一期生,1302,DongSiJia,,
高志娴,480665,TEAM E,,4720566,5751879,BEJ48,SHY48 一期生,1102,GaoZhiXian,20190415142042_g9twpiahcsp34oi,7403679
寇承希,480666,IDFT,,9471751,12059765,IDFT,SHY48 一期生,1501,KouChengXi,20190415142215_j9716k4ofybz0vh,
刘静晗,480667,TEAM X,,,,SNH48,SHY48 一期生,1004,LiuJingHan,,
李晴,480668,IDFT,,,,IDFT,SHY48 一期生,1501,LiQing,,
李熙凝,480670,TEAM HIII,,,,SHY48,SHY48 一期生,1302,LiXiNing,,
曲悦萌,480671,IDFT,,,,IDFT,SHY48 一期生,1501,QuYueMeng,,
任雨情,480672,TEAM HIII,,,,SHY48,SHY48 一期生,1302,RenYuQing,,
徐斐然,480673,IDFT,,,,IDFT,SHY48 一期生,1501,XuFeiRan,,
杨肖,480674,TEAM HIII,,,,SHY48,SHY48 一期生,1302,YangXiao,,
张爱静,480675,CKG48,67265495,1148718,1279526,CKG48,SHY48 一期生,1404,ZhangAiJing,20190415142156_42p2y146i8jb6g3,7395696
郑洁丽,480676,TEAM J,,,,BEJ48,SHY48 一期生,1103,ZhengJieLi,,
张儒轶,480678,TEAM HIII,,,,SHY48,SHY48 一期生,1302,ZhangRuYi,,
张云梦,480679,TEAM HIII,,,,SHY48,SHY48 一期生,1302,ZhangYunMeng,,
张幼柠,480680,荣誉毕业生,114030785,1148716,1279721,GNZ48,SHY48 一期生,1204,ZhangYouNing,20190711091742_ukmrrzyg2wg4t0v,7407185
SNH48星梦剧院,526172,,67256375,,,官方,官方,,SNH48XingMengJuYuan,20190415142436_9l5do184vkpjiy0,
胡丽芝,528094,TEAM B,,,,BEJ48,BEJ48 二期生,1101,HuLiZhi,,
刘崇恬,528101,TEAM B,,,,BEJ48,BEJ48 二期生,1101,LiuChongTian,,
李沐遥,528106,TEAM B,,,,BEJ48,BEJ48 二期生,1101,LiMuYao,,
毛其羽,528118,IDFT,,,,IDFT,BEJ48 二期生,1501,MaoQiYu,,
孙晓艳,528329,TEAM E,67303279,951788,1164974,BEJ48,BEJ48 二期生,1102,SunXiaoYan,20190415142232_6dj1lja3h6dqn40,8694381
郑依灵,528330,TEAM B,,,,BEJ48,BEJ48 二期生,1101,ZhengYiLing,,
黄子璇,528331,TEAM E,,,,BEJ48,BEJ48 二期生,1102,HuangZiXuan,,
李烨,528332,TEAM E,,,,BEJ48,BEJ48 二期生,1102,LiYe,,
徐静,528333,TEAM E,,,,BEJ48,BEJ48 二期生,1102,XuJing,,
赵笛儿,528334,TEAM E,,,,BEJ48,BEJ48 二期生,1102,ZhaoDiEr,,
金锣赛,528335,BEJ48,,,,BEJ48,BEJ48 二期生,1105,JinLuoSai,,
兰昊,528336,IDFT,67207870,,,IDFT,BEJ48 二期生,1501,LanHao,,
刘一菲,528337,BEJ48,,,,BEJ48,BEJ48 二期生,1105,LiuYiFei,,
乔钰珂,528339,IDFT,,,,IDFT,BEJ48 二期生,1501,QiaoYuKe,,
郑心雨,528340,TEAM J,,,,BEJ48,BEJ48 二期生,1103,ZhengXinYu,,
陈奕君,529991,TEAM SIII,,,,SHY48,SHY48 二期生,1301,ChenYiJun,,
菅瑞静,530378,TEAM SIII,,,,SHY48,SHY48 二期生,1301,JianRuiJing,,
叶锦童,530380,TEAM SIII,,,,SHY48,SHY48 二期生,1301,YeJinTong,,
臧聪,530381,TEAM E,,,,BEJ48,SHY48 二期生,1102,ZangCong,,
郑诗琪,530383,IDFT,67246100,1181032,1246236,IDFT,SHY48 二期生,1501,ZhengShiQi,20190415142312_73bplbc6673n6hq,
方诗涵,530384,TEAM HIII,,,,SHY48,SHY48 二期生,1302,FangShiHan,,
高崇,530385,海外练习生,67189830,,,海外练习生,SHY48 二期生,1601,GaoChong,20190415142323_gykqf54sq1ki7vz,
龚梦婷,530386,TEAM HIII,,,,SHY48,SHY48 二期生,1302,GongMengTing,,
逯芳竹,530387,TEAM HIII,,,,SHY48,SHY48 二期生,1302,LuFangZhu,,
王菲妍,530388,TEAM X,67189834,1115376,1312006,SNH48,SHY48 二期生,1004,WangFeiYan,20190415142331_0dsvn23l4z2y1wv,8757318
王睿琦,530390,TEAM X,67362328,1214150,1279498,SNH48,SHY48 二期生,1004,WangRuiQi,20190415142320_ao437cflbq5s0i5,8751867
张羽涵,530392,TEAM B,,,,BEJ48,SHY48 二期生,1101,ZhangYuHan,,
陈佳莹,530431,预备生,,,,GNZ48,GNZ48 二期生,1207,ChenJiaYing,,
陈俊宏,530433,TEAM G,,,,GNZ48,GNZ48 二期生,1201,ChenJunHong,,
陈乐添,530434,TEAM G,,,,GNZ48,GNZ48 二期生,1201,ChenLeTian,,
程一心,530435,TEAM G,,,,GNZ48,GNZ48 二期生,1201,ChengYiXin,,
方晓瑜,530436,TEAM G,,,,GNZ48,GNZ48 二期生,1201,FangXiaoYu,,
高雪逸,530439,TEAM C,67362340,1016836,1262755,CKG48,GNZ48 二期生,1401,GaoXueYi,20190415142408_sk15kfsl610tmy2,8756487
赖俊亦,530440,CKG48,,,,CKG48,GNZ48 二期生,1404,LaiJunYi,,
梁可,530443,IDFT,,,,IDFT,GNZ48 二期生,1501,LiangKe,,
刘小末,530444,TEAM G,,,,GNZ48,GNZ48 二期生,1201,LiuXiaoMo,,
唐诗怡,530446,TEAM NIII,,,,GNZ48,GNZ48 二期生,1202,TangShiYi,,
谢艾琳,530447,TEAM NIII,,,,GNZ48,GNZ48 二期生,1202,XieAiLin,,
张秋怡,530450,TEAM Z,,,,GNZ48,GNZ48 二期生,1203,ZhangQiuYi,,
郑悦,530451,TEAM NIII,,,,GNZ48,GNZ48 二期生,1202,ZhengYue,,
朱怡欣,530452,TEAM Z,67265514,1099633,1279521,GNZ48,GNZ48 二期生,1203,ZhuYiXin,20190415142417_efa3ixc0upq2z78,8752975
郭倩芸,530584,TEAM NII,,,,SNH48,SNH48 八期生,1002,GuoQianYun,,
陶波尔,533852,TEAM NII,,,,SNH48,SNH48 八期生,1002,TaoBoEr,,
文文,534729,TEAM HII,,,,SNH48,SNH48 八期生,1003,WenWen,,
沈小爱,538697,荣誉毕业生,67293956,1213751,1312191,SNH48,BEJ48 二期生,1009,ShenXiaoAi,20190415142345_9zwhpc416n2wa37,9470936
金莹玥,538735,TEAM NII,,9405764,11749332,SNH48,SNH48 八期生,1002,JinYingYue,20190415142342_4bs99ifq2c2dr5o,9217644
赵梦婷,540106,TEAM HII,,,,SNH48,SNH48 八期生,1003,ZhaoMengTing,,
林歆源,541132,预备生,,,,SNH48,SNH48 八期生,1007,LinXinYuan,,
CKG48,565225,,,,,官方,官方,,CKG48,,
贺苏堃,592320,TEAM XII,,,,SNH48,SNH48 八期生,1005,HeSuKun,,
许嘉怡,592348,TEAM XII,,,,SNH48,SNH48 八期生,1005,XuJiaYi,,
孙亚萍,593820,预备生,,,,SNH48,SNH48 八期生,1007,SunYaPing,,
葛佳慧,593999,TEAM NII,,,,SNH48,SNH48 八期生,1002,GeJiaHui,,
姜涵,594002,TEAM HII,,,,SNH48,SNH48 八期生,1003,JiangHan,,
王奕,594003,TEAM HII,67380608,951573,1230396,SNH48,SNH48 八期生,1003,WangYi,20190415142450_k15ohk2bj2kl4b2,11342780
熊沁娴,594005,IDFT,,,,IDFT,SNH48 八期生,1501,XiongQinXian,,
梁婉琳,601302,TEAM Z,67199629,1115201,1312648,GNZ48,GNZ48 三期生,1203,LiangWanLin,20190415142506_mjpsycs26muxhkj,18715288
马凡,606343,TEAM NII,,,,SNH48,SNH48 八期生,1002,MaFan,,
毕瑞珊,607507,TEAM Z,,,,GNZ48,GNZ48 三期生,1203,BiRuiShan,,
程子钰,607510,IDFT,,,,IDFT,GNZ48 三期生,1501,ChengZiYu,,
邓惠恩,607511,TEAM Z,67333149,1246464,1165185,GNZ48,GNZ48 三期生,1203,DengHuiEn,20190415142526_mhhari0ngquckjn,18718150
符冰冰,607513,TEAM G,67313897,1147922,1279906,GNZ48,GNZ48 三期生,1201,FuBingBing,20190415142504_je29xxldegz91p4,18703998
黄楚茵,607515,TEAM G,67390990,1246462,1165008,GNZ48,GNZ48 三期生,1201,HuangChuYin,20190415142532_z59rqsqmgmg99mw,18706927
何梦瑶,607516,TEAM Z,,,,GNZ48,GNZ48 三期生,1203,HeMengYao,,
罗可嘉,607521,TEAM G,67370588,951576,1230833,GNZ48,GNZ48 三期生,1201,LuoKeJia,20190415142523_dw63d8djxjyk599,18718155
林芝,607523,TEAM Z,67236669,1181235,1360936,GNZ48,GNZ48 三期生,1203,LinZhi,20190415142518_uec285dwhethixr,18706930
汪慕远,607524,预备生,,,,GNZ48,GNZ48 三期生,1207,WangMuYuan,,
吴羽霏,607591,TEAM G,67352339,1148714,1165012,GNZ48,GNZ48 三期生,1201,WuYuFei,20190415142512_v451d61n5gdcu2w,18718159
叶晓梦,607592,TEAM Z,,,,GNZ48,GNZ48 三期生,1203,YeXiaoMeng,,
余芷媛,607594,TEAM Z,,,,GNZ48,GNZ48 三期生,1203,YuZhiYuan,,
李彬玉,608995,TEAM SIII,,,,SHY48,SHY48 三期生,1301,LiBinYu,,
司珀琳,608997,TEAM Z,,,,GNZ48,SHY48 三期生,1203,SiPoLin,,
周佳怡,609001,IDFT,,,,IDFT,SHY48 三期生,1501,ZhouJiaYi,,
赵天杨,609002,荣誉毕业生,67342150,951569,1279285,SNH48,SHY48 三期生,1009,ZhaoTianYang,20190415142714_88wmnu7xaxcmth6,18033754
相望,610040,IDFT,,,,IDFT,SHY48 三期生,1501,XiangWang,,
唐霖,610042,BEJ48,,,,BEJ48,SHY48 三期生,1105,TangLin,,
柏欣妤,614528,TEAM NII,67275528,1148113,1230600,SNH48,CKG48 一期生,1002,BaiXinYu,20190415142610_jclxsq5c2lin20v,19838373
李恩锐,614725,TEAM C,,,,CKG48,CKG48 一期生,1401,LiEnRui,,
李姗姗,614727,TEAM G,67362351,1213756,1328185,GNZ48,CKG48 一期生,1201,LiShanShan,20190415142540_emwrrc65wqwot2x,19838372
雷宇霄,614728,TEAM C,67390996,1213761,1361137,CKG48,CKG48 一期生,1401,LeiYuXiao,20190415142632_27gmko9gu78den4,19848042
李泽亚,614729,TEAM C,,,,CKG48,CKG48 一期生,1401,LiZeYa,,
孟玥,614730,IDFT,,,,IDFT,CKG48 一期生,1501,MengYue,,
毛译晗,614731,CKG48,,,,CKG48,CKG48 一期生,1404,MaoYiHan,,
谯玉珍,614733,CKG48,,,,CKG48,CKG48 一期生,1404,QiaoYuZhen,,
冉蔚,614734,TEAM X,67333162,1181022,1360921,SNH48,CKG48 一期生,1004,RanWei,20190415142646_7uoi760y3bujkov,19834736
田倩兰,614735,CKG48,,,,CKG48,CKG48 一期生,1404,TianQianLan,,
陶菀瑞,614736,TEAM C,,,,CKG48,CKG48 一期生,1401,TaoWanRui,,
伍寒琪,614738,IDFT,,,,IDFT,CKG48 一期生,1501,WuHanQi,,
王梦竹,614739,IDFT,,3884907,4605374,IDFT,CKG48 一期生,1501,WangMengZhu,20190415142556_dafn2z4w8dg4w07,19837443
王娱博,614740,IDFT,,,,IDFT,CKG48 一期生,1501,WangYuBo,,
曾佳,614741,TEAM NIII,67380616,1115379,1230846,GNZ48,CKG48 一期生,1202,ZengJia,20190415142554_qxk2n4wavq47ki8,19844104
左欣,614742,CKG48,,,,CKG48,CKG48 一期生,1404,ZuoXin,,
周源,614743,TEAM C,,,,CKG48,CKG48 一期生,1401,ZhouYuan,,
艾芷亦,614749,TEAM K,,,,CKG48,CKG48 一期生,1402,AiZhiYi,,
刘弋菡,614750,CKG48,,,,CKG48,CKG48 一期生,1404,DengQian,,
樊曦月,614752,TEAM K,,,,CKG48,CKG48 一期生,1402,FanXiYue,,
郝婧怡,614753,TEAM HII,67236680,1148923,1360910,SNH48,CKG48 一期生,1003,HaoJingYi,20190415142643_021m06msuv8q31d,19847208
韩林芹,614754,IDFT,,,,IDFT,CKG48 一期生,1501,HanLinQin,,
黄琬璎,614755,IDFT,67303313,951792,1360961,IDFT,CKG48 一期生,1501,HuangWanYing,20190415142700_qqfeqgq70n5uuid,
林舒晴,614756,TEAM HII,67256384,1147916,1230390,SNH48,CKG48 一期生,1003,LinShuQing,20190415142543_14n9036lj2o57f0,19843742
李瑜璇,614757,TEAM B,,,,BEJ48,CKG48 一期生,1101,LiYuXuan,,
石勤,614758,TEAM K,,,,CKG48,CKG48 一期生,1402,ShiQin,,
田祯臻,614760,IDFT,,,,IDFT,CKG48 一期生,1501,TianZhenZhen,,
吴学雨,614761,CKG48,67199643,1181030,1361334,CKG48,CKG48 一期生,1404,WuXueYu,20190415142711_4nouco13mac2en3,19843746
夏文倩,614762,TEAM K,,,,CKG48,CKG48 一期生,1402,XiaWenQian,,
章宇阳,614770,TEAM K,,,,CKG48,CKG48 一期生,1402,ZhangYuYang,,
郑阳莹,614772,TEAM K,,,,CKG48,CKG48 一期生,1402,ZhengYangYing,,
赵泽慧,614773,TEAM C,67256391,1213957,1165030,CKG48,CKG48 一期生,1401,ZhaoZeHui,20190415142627_893moj85zsuc7q5,19837445
吴晶晶,614776,CKG48,67390993,,,CKG48,CKG48 一期生,1404,WuJingJing,,19843743
金鑫,617948,TEAM E,,,,BEJ48,BEJ48 三期生,1102,JinXin,,
程戈,618319,TEAM Z,,8111741,10191872,GNZ48,SHY48 三期生,1203,ChengGe,20190415142725_mak792pzjhv3v5x,21190935
李娜,623828,BEJ48,,,,BEJ48,BEJ48 三期生,1105,LiNa,,
李宗颐,623832,TEAM E,,,,BEJ48,BEJ48 三期生,1102,LiZongYi,,
何阳青青,624121,TEAM X,67390999,1181233,1164784,SNH48,BEJ48 三期生,1004,HeYangQingQing,20190415142722_9a29him7fmq4h96,21010986
李晨曦,624311,预备生,,,,GNZ48,GNZ48 四期生,1207,LiChenXi,,
舒湘,624312,IDFT,,,,IDFT,GNZ48 四期生,1501,ShuXiang,,
王梦媛,624313,预备生,,,,GNZ48,GNZ48 四期生,1207,WangMengYuan,,
徐佳音,624314,TEAM NIII,,,,GNZ48,GNZ48 四期生,1202,XuJiaYin,,
肖文静,624315,预备生,,,,GNZ48,GNZ48 四期生,1207,XiaoWenJing,,
张紫颖,624318,IDFT,,,,IDFT,GNZ48 四期生,1501,ZhangZiYing,,
杨鑫,652650,TEAM B,,,,BEJ48,BEJ48 三期生,1101,YangXin,,
周洁艺,652652,TEAM B,,,,BEJ48,BEJ48 三期生,1101,ZhouJieYi,,
青春大本营官博,654707,,67333170,,,官方,官方,,QingChunDaBenYingGuanBo,20190415142742_n6kuskbi1v53zcc,
陈盼,677395,TEAM HII,,,,SNH48,SNH48 九期生,1003,ChenPan,,
李美琪,677396,TEAM NII,,,,SNH48,SNH48 九期生,1002,LiMeiQi,,
李星羽,677397,TEAM X,,,,SNH48,SNH48 九期生,1004,LiXingYu,,
李玉倩,677398,预备生,,,,SNH48,SNH48 九期生,1007,LiYuQian,,
王溪源,677399,TEAM FT,,,,SNH48,SNH48 九期生,1006,WangXiYuan,,
王欣颜甜甜,677400,IDFT,67284484,1246465,1361339,IDFT,SNH48 九期生,1501,WangXinYanTianTian,20190415142904_bne0bfy30nt46j6,
杨令仪,677401,TEAM SII,,,,SNH48,SNH48 九期生,1001,YangLingYi,,
杨美琪,677402,IDFT,,,,IDFT,SNH48 九期生,1501,YangMeiQi,,
张茜,677403,TEAM NII,67370606,951571,1279481,SNH48,SNH48 九期生,1002,ZhangQian,20190415142918_w893lesc7i0x6d9,25426303
周诗雨,677404,TEAM NII,67275553,951572,1312199,SNH48,SNH48 九期生,1002,ZhouShiYu,20190415142910_vw8r04k1uytmml1,25474023
朱小丹,677405,TEAM SII,,,,SNH48,SNH48 九期生,1001,ZhuXiaoDan,,
张馨月,677406,TEAM FT,,,,SNH48,SNH48 九期生,1006,ZhangXinYue,,
陈俊羽,679448,TEAM SII,,,,SNH48,SHY48 三期生,1001,ChenJunYu,,
刁滢,679455,CKG48,,,,CKG48,SHY48 三期生,1404,DiaoYing,,
黄嘉怡,679459,IDFT,,,,IDFT,SHY48 三期生,1501,HuangJiaYi,,
李苏洪,679462,IDFT,67303319,1148121,1165201,IDFT,SHY48 三期生,1501,LiSuHong,20190415142823_rtahky6vs1wov3o,
王嘉瑜,679464,TEAM C,,9537179,11781650,CKG48,SHY48 三期生,1401,WangJiaYu,20190415142815_klus13hz4d28r9h,22537511
王雨兰,679466,BEJ48,,,,BEJ48,SHY48 三期生,1105,WangYuLan,,
朱敏,679467,IDFT,,,,IDFT,SHY48 三期生,1501,ZhuMin,,
戴紫薇,707365,IDFT,67380647,,,IDFT,CKG48 二期生,1501,DaiZiWei,20190415142941_znds4jlk69f40zj,
吴晓桐,707367,预备生,,,,CKG48,CKG48 二期生,1403,WuXiaoTong,,
魏小燕,707369,IDFT,67391014,1115382,1279938,IDFT,CKG48 二期生,1501,WeiXiaoYan,20190415142951_oxmpwuhsyzp91ye,
徐楚雯,707371,TEAM Z,67265540,1099630,1361120,GNZ48,CKG48 二期生,1203,XuChuWen,20190415142949_7b6i1221xpxquxg,25549473
徐慧玲,707372,TEAM G,,,,GNZ48,CKG48 二期生,1201,XuHuiLing,,
余梦露,707373,预备生,,,,CKG48,CKG48 二期生,1403,YuMengLou,,
邹冰清,707374,IDFT,345764122,951794,1312449,IDFT,CKG48 二期生,1501,ZouBingQing,20210201153256_91906ar7jxcp9w5,346654836
周桐冉,707375,IDFT,,,,IDFT,CKG48 二期生,1501,ZhouTongRan,,
付奕萱,711725,IDFT,,8717745,10896825,IDFT,BEJ48 四期生,1501,FuYiXuan,20190415142837_wl4og5hb6wseqw1,25374594
高蔚然,711726,TEAM Z,67189871,1148715,1312646,GNZ48,BEJ48 四期生,1203,GaoWeiRan,20190415142831_58etbwa8aqnlpnl,25451672
李清雨,711728,IDFT,,,,IDFT,BEJ48 四期生,1501,LiQingYu,,
楼澍,711730,TEAM J,,,,BEJ48,BEJ48 四期生,1103,LouShu,,
彭嘉敏,711732,TEAM SII,67207923,951784,1262701,SNH48,BEJ48 四期生,1001,PengJiaMin,20190415142856_9mras9rrdbngt72,25327214
曲美霖,711735,BEJ48,,,,BEJ48,BEJ48 四期生,1105,QuMeiLin,,
熊鑫,711739,BEJ48,,,,BEJ48,BEJ48 四期生,1105,XiongXin,,
杨宇馨,711741,TEAM NII,67275547,951786,1311988,SNH48,BEJ48 四期生,1002,YangYuXin,20190415142845_woogr8r27s1clnl,25461568
张丹丹,711745,TEAM E,,,,BEJ48,BEJ48 四期生,1102,ZhangDanDan,,
周湘,711746,TEAM E,67207922,1181234,1164574,BEJ48,BEJ48 四期生,1102,ZhouXiang,20190415142848_id79d6cw55qg35x,25442930
郭铱宁,722778,TEAM Z,,,,GNZ48,GNZ48 五期生,1203,GuoYiNing,,
梁娇,722780,TEAM G,67284489,1115200,1279911,GNZ48,GNZ48 五期生,1201,LiangJiao,20190415143019_rha433dvu4cxtt1,26707180
梁乔,722781,TEAM Z,67342180,1099631,1262747,GNZ48,GNZ48 五期生,1203,LiangQiao,20190415143022_qjym3414ws4ux11,26657866
门秀天,722782,IDFT,,,,IDFT,GNZ48 五期生,1501,MenXiuTian,,
谢菲菲,722784,TEAM Z,67352360,1853317,2000355,GNZ48,GNZ48 五期生,1203,XieFeiFei,20190415142957_qbf9u5132wfanc1,25749010
章泽婷,722787,IDFT,,,,IDFT,GNZ48 五期生,1501,ZhangZeTing,,
戚予珠,820988,TEAM HII,,,,SNH48,SNH48 十期生,1003,QiYuZhu,,
程宇璐,825969,BEJ48,,,,BEJ48,BEJ48 五期生,1105,ChengYuLu,,
李丽满,825996,TEAM E,,,,BEJ48,BEJ48 五期生,1102,LiLiMan,,
任蔓琳,831078,BEJ48,,,,BEJ48,BEJ48 五期生,1105,RenManLin,,
张敏淇,841312,IDFT,,,,IDFT,SNH48 十期生,1501,ZhangMinQi,,
SHY48星梦剧院,844552,,67189881,,,官方,官方,,SHY48XingMengJuYuan,20190415143011_gsq9mtd6e28559f,
袋王活动直播,846528,,67293999,,,官方,官方,,DaiWangHuoDongZhiBo,20190415143008_nfwfip007p3nggv,
曹露丹,867888,CKG48,,,,CKG48,CKG48 三期生,1404,CaoLouDan,,
方琪,867891,TEAM G,67322562,1148118,1230636,GNZ48,CKG48 三期生,1201,FangQi,20190415143030_ezb3ei8g3530b3n,58481225
郭爽,867892,TEAM HII,67275562,1016832,1230406,SNH48,CKG48 三期生,1003,GuoShuang,20190415143041_2li2azdox5ccy92,58309213
康兆薇,867894,IDFT,,,,IDFT,CKG48 三期生,1501,KangZhaoWei,,
彭榆涵,867895,TEAM C,67236697,951579,1246225,CKG48,CKG48 三期生,1401,PengYuHan,20190415143033_5a9uk5ncojh4b9w,58338917
田密,867896,IDFT,67189884,1016837,1312249,IDFT,CKG48 三期生,1501,TianMi,20190415143027_fl6hq638faocvwo,58377416
赵思雨,867899,IDFT,,,,IDFT,CKG48 三期生,1501,ZhaoSiYu,,
栾嘉仪,868349,TEAM NII,,,,SNH48,SNH48 十期生,1002,LuanJiaYi,,
周睿林,868351,TEAM NII,,,,SNH48,SNH48 十期生,1002,ZhouRuiLin,,
刘洁,868352,荣誉毕业生,67284493,1148921,1164773,SNH48,SNH48 十期生,1009,LiuJie,20190415143049_wiayb4t2ht3b2lt,59601083
鲁静萍,869171,TEAM X,,,,SNH48,SNH48 十期生,1004,LuJingPing,,
卞佳宁,874497,IDFT,67342194,951791,1361141,IDFT,SHY48 四期生,1501,BianJiaNing,20190415143112_kscip0pio9on2kg,
程一,874499,IDFT,,,,IDFT,SHY48 四期生,1501,ChengYi,,
冯嘉宝,874500,IDFT,67284494,1147927,1361335,IDFT,SHY48 四期生,1501,FengJiaBao,20190415143115_0nm13zomt3fhj1q,63304939
黄逸,874502,TEAM CII,2435351774,1492455,1721510,CGT48,SHY48 四期生,2101,HuangYi,20220831163852_qi6pcm7gtrw5l03,2248574546
刘宇晴,874505,IDFT,67352370,1148719,1279739,IDFT,SHY48 四期生,1501,LiuYuQing,20190415143123_8cu52u5wdesdpbe,63147326
尚官,874508,IDFT,,,,IDFT,SHY48 四期生,1501,ShangGuan,,
王秋茹,874512,TEAM SII,147264238,1115197,1345107,SNH48,SHY48 四期生,1001,WangQiuRu,20200109174548_85q3kutg0dhhrc2,161954294
邓熳慧,874693,TEAM NIII,,,,GNZ48,GNZ48 六期生,1202,DengManHui,,
叶舒淇,874696,TEAM Z,67380660,1213757,1230837,GNZ48,GNZ48 六期生,1203,YeShuQi,20190415143109_ouf3xerheflx0p6,61644507
鄢羽蝶,874698,IDFT,67265546,1099638,1377299,IDFT,GNZ48 六期生,1501,YanYuDie,20190415143131_gx721vlpsuqj0dm,63787130
张润,874701,TEAM NIII,67391027,1214152,1360942,GNZ48,GNZ48 六期生,1202,ZhangRun,20190415143106_1l7cm4ed6vtnqjq,61565785
武晓迪,874717,IDFT,,,,IDFT,SHY48 四期生,1501,WuXiaoDi,,
王永祺,874720,TEAM CII,1983874513,1213958,1361145,CGT48,SHY48 四期生,2101,WangYongQi,20220802141633_bt99g42xoxqmwqz,2001028551
王梓,874723,TEAM NIII,67391028,1147924,1230642,GNZ48,SHY48 四期生,1202,WangZi,20190415143117_cqqrfsh6oq76cfa,63129409
张瑾瑜,874726,IDFT,,,,IDFT,SHY48 四期生,1501,ZhangJinYu,,
颜沁,881190,TEAM NII,67256413,1213752,1279478,SNH48,SNH48 十一期生,1002,YanQin,20190415143052_63jcdgyuimvn4qh,59553648
李海淋,882638,IDFT,,,,IDFT,BEJ48 六期生,1501,LiHaiLin,,
张语倩,882642,IDFT,,,,IDFT,BEJ48 六期生,1501,ZhangYuQian,,
熊依依,895864,IDFT,,,,IDFT,BEJ48 六期生,1501,XiongYiYi,,
陈妮亚,39911921,CKG48,,,,CKG48,CKG48 四期生,1404,ChenNiYa,,
黄歆源,39911922,IDFT,,,,IDFT,CKG48 四期生,1501,HuangXinYuan,,
潘颖,39911923,CKG48,224670690,1099635,1360953,CKG48,CKG48 四期生,1404,PanYing,20200901180537_86386ao1d9ddf9w,224821256
闫娜,42402741,TEAM X,248619173,1246460,1360898,SNH48,SNH48 十四期生,1004,YanNa,20201106145706_tp008k4tdngpt0k,248749245
李星彦,42402769,TEAM X,,,,SNH48,SNH48 十四期生,1004,LiXingYan,,
邓歆玥,42402792,TEAM X,,,,SNH48,SNH48 十四期生,1004,DengXinYue,,
曲晨语,42402830,TEAM X,,,,SNH48,SNH48 十四期生,1004,QuChenYu,,
陆叶卉,42402868,TEAM SII,,,,SNH48,SNH48 十四期生,1001,LuYeHui,,
卞楚娴,42402886,TEAM SII,,,,SNH48,SNH48 十四期生,1001,BianChuXian,,
吕曼菲,42402897,TEAM NIII,,,,GNZ48,GNZ48 八期生,1202,LvManFei,,
刘晨雪,42402908,TEAM SII,,,,SNH48,SNH48 十四期生,1001,LiuChenXue,,
谢慧先,42402919,预备生,,,,GNZ48,GNZ48 八期生,1207,XieHuiXian,,
冯雨停,42402920,TEAM SII,,,,SNH48,SNH48 十四期生,1001,FengYuTing,,
陈蓁蓁,45285669,TEAM B,261502235,1181024,1312627,BEJ48,BEJ48 九期生,1101,ChenZhenZhen,20201208135207_k46mfva6fg3tzcn,262927035
范璐元,45285672,BEJ48,,,,BEJ48,BEJ48 九期生,1105,FanLuYuan,,
胡雪迎,45285674,BEJ48,,,,BEJ48,BEJ48 九期生,1105,HuXueYing,,
黄妍菲,45285677,BEJ48,,,,BEJ48,BEJ48 九期生,1105,HuangYanFei,,
黄怡慈,45285682,TEAM B,261502245,951575,1360927,BEJ48,BEJ48 九期生,1101,HuangYiCi,20201208142539_6m2kpvonc8rsjs6,262900733
黄宣绮,45285685,TEAM B,261498409,1115198,1247180,BEJ48,BEJ48 九期生,1101,HuangXuanQi,20201208142539_9txncyqauq1yjtf,262898906
唐晨葳,45285691,BEJ48,261507061,1016833,1230625,BEJ48,BEJ48 九期生,1105,TangChenWei,20201208142539_61t64gxabrmcm80,262906788
张宸祎,45285698,TEAM B,261489779,1148712,1164978,BEJ48,BEJ48 九期生,1101,ZhangChenYi,20201208142539_885zre3s2exetfo,262958689
赵嘉丽,45285702,BEJ48,,,,BEJ48,BEJ48 九期生,1105,ZhaoJiaLi,,
姜欣瑶,52494479,IDFT,387978713,1099636,1279529,IDFT,GNZ48 九期生,1501,JiangXinYao,20210506162958_350utut1hz1hzst,388398090
江雨航,52494482,IDFT,381012316,1213955,1164582,IDFT,GNZ48 九期生,1501,JiangYuHang,20210420173157_b9iafwij2mvm58j,382284342
